-2.1,0.1,5
-2.2,0.2,5
-2.1,0.2,5
-2.1,0.1,5
-2.1,0.4,5
-2.1,0.1,5
-2.2,0.2,5
-2.1,0.2,5
-2.1,0.1,5
-2.1,0.4,5
-2.1,0.1,5
-2.2,0.2,5
-2.1,0.2,5
-2.1,0.1,5
-2.4,0.3,5
-2.1,0.4,5
-2.1,0.1,5
-2.2,0.2,5
-2.1,0.2,5
-2.1,0.1,5
-2.1,0.4,5
-2.1,0.3,5
-2.2,0.2,5
-2.1,0.2,5
-2.4,0.1,5
-2.1,0.4,5
-7.32786741e+00,4.23641465e+00,3
1.12565931e+00,6.32088416e+00,1
-4.92398871e-01,-5.28550826e+00,2
-7.12432134e+00,6.16236021e+00,3
2.38696269e+00,4.11331935e+00,1
6.55519802e+00,-1.02827710e+01,0
-4.60484127e+00,4.27470475e+00,3
-1.27010839e+00,-6.55718306e+00,2
5.77989048e+00,-9.79224050e+00,0
-7.72699176e+00,-9.47166311e+00,4
5.09331170e+00,-1.03763518e+01,0
6.36891327e+00,-1.25645578e+01,0
1.78177778e+00,4.19338990e+00,1
3.20718966e+00,4.98017969e+00,1
-6.38596104e+00,-8.87189620e+00,4
9.80996770e-01,5.59252857e+00,1
-7.63463253e+00,-7.74760395e+00,4
6.68288513e+00,-1.03169305e+01,0
5.28204610e+00,-9.98509936e+00,0
-5.70068336e+00,6.31448715e+00,3
5.69192445e+00,-9.47641249e+00,0
-6.09934226e+00,5.42784246e+00,3
4.85485491e-01,-3.11994247e+00,2
-6.44966631e+00,6.14144988e+00,3
-6.77590000e+00,-8.68951890e+00,4
-6.69718292e+00,4.73157968e+00,3
-5.95638830e+00,-7.60981531e+00,4
2.76872794e+00,5.42509938e+00,1
-5.85542429e+00,5.19912575e+00,3
-7.66518952e+00,3.75182482e+00,3
4.99209202e+00,5.28474532e+00,1
3.75269538e+00,4.51323677e+00,1
-6.95929491e+00,-8.16343000e+00,4
2.88029427e+00,4.83101311e+00,1
5.54388853e+00,-1.14924179e+01,0
4.99330514e-01,-6.40021093e+00,2
4.30330883e+00,-9.97368896e+00,0
-2.84586097e+00,-5.39452266e+00,2
4.49074731e+00,4.42003031e+00,1
-1.76200559e-01,-4.44563045e+00,2
-3.97311699e+00,6.25266666e+00,3
-6.14761625e+00,7.03139490e+00,3
4.53591637e+00,2.99244115e+00,1
3.08680696e-02,-5.52710828e+00,2
3.17689160e+00,5.16440887e+00,1
5.21062297e+00,-8.59588856e+00,0
-7.23972132e+00,6.05679934e+00,3
6.59358123e+00,-1.01569378e+01,0
1.41137496e+00,4.75681739e+00,1
-6.14361949e+00,4.22019035e+00,3
-6.77814034e+00,-9.24754289e+00,4
-6.10065892e+00,4.15176595e+00,3
5.40050753e+00,-9.29586681e+00,0
-6.48561512e+00,-7.28690505e+00,4
1.40434941e-01,-6.26189674e+00,2
1.12809540e-01,-6.28810265e+00,2
1.95034397e+00,5.06021721e+00,1
4.40165990e+00,-9.42456185e+00,0
2.43788247e+00,3.71524985e+00,1
1.93113986e+00,6.08165279e+00,1
1.40314511e+00,5.29946758e+00,1
-2.90099640e-01,-4.68941257e+00,2
1.49799137e+00,-6.15350546e+00,2
-1.03572462e+00,-5.17649172e+00,2
-5.19190142e+00,5.36726600e+00,3
-6.56904056e+00,-9.32338230e+00,4
-6.56291653e+00,4.79204022e+00,3
1.22067667e-01,-5.80826726e+00,2
-5.69601631e+00,6.08324441e+00,3
-6.14828706e+00,-7.45754949e+00,4
-6.73454483e+00,-8.70306237e+00,4
-6.65828966e-01,-4.39456186e+00,2
-3.50882492e-01,-5.00317212e+00,2
1.21828954e+00,-4.77134132e+00,2
-7.36410858e+00,5.22916238e+00,3
-6.79051461e+00,4.77684156e+00,3
-6.46091116e+00,-8.35299848e+00,4
1.24518935e+00,-5.83289913e+00,2
-7.34479758e-01,-5.85782982e+00,2
3.04827025e+00,4.89216241e+00,1
-1.16205749e+00,-6.41501315e+00,2
4.34704024e+00,6.13980135e+00,1
